step,oirf,stdoirf,irfname,response,impulse,ub95,ub68,lb95,lb68
31,-.0026022167148596,.000824262290166,irfs_monetary,TFP_Util_log,FFR,-.00098666258,-.0017820757,-.0042177709,-.0034223576
32,-.003782326951919,.0012769300446266,irfs_monetary,Consumption_log,FFR,-.0012795441,-.0025117816,-.00628511,-.0050528725
32,.1159370220995708,.05282010584734,irfs_monetary,FFR,FFR,.21946444,.16849303,.012409614,.063381016
32,.002256271197045,.0019338077716518,irfs_monetary,GDPDef_log,FFR,.0060465345,.0041804099,-.001533992,.00033213248
32,-.0028412607974018,.00102996074151,irfs_monetary,GDP_log,FFR,-.00082253775,-.0018164498,-.0048599839,-.0038660718
32,-.0024566468584771,.002562174217703,irfs_monetary,Investment_log,FFR,.0025652146,.000092716487,-.0074785082,-.0050060102
32,-.0005457847325986,.0009637431699127,irfs_monetary,RD_BEA_log,FFR,.0013431519,.00041313973,-.0024347214,-.0015047091
32,-.002560759819963,.0008265468336774,irfs_monetary,TFP_Util_log,FFR,-.000940728,-.0017383457,-.0041807918,-.0033831738
33,-.0037045727552548,.0012702468475416,irfs_monetary,Consumption_log,FFR,-.0012148889,-.0024406773,-.0061942567,-.0049684686
33,.1116119648832875,.0519870609469545,irfs_monetary,FFR,FFR,.21350661,.16333909,.0097173257,.059884839
33,.0021732989849931,.001939072926598,irfs_monetary,GDPDef_log,FFR,.005973882,.0041026766,-.001627284,.00024392143
33,-.0027877274170284,.0010218888734094,irfs_monetary,GDP_log,FFR,-.00078482524,-.0017709479,-.0047906297,-.0038045067
33,-.0025441981721302,.0024956160481054,irfs_monetary,Investment_log,FFR,.0023472093,-.000061060207,-.0074356054,-.0050273361
33,-.000432552059775,.0009711059553161,irfs_monetary,RD_BEA_log,FFR,.0014708156,.00053369836,-.0023359198,-.0013988025
33,-.0025178222333309,.0008277268966265,irfs_monetary,TFP_Util_log,FFR,-.00089547754,-.001694234,-.004140167,-.0033414105
34,-.0036289777309648,.0012632710859462,irfs_monetary,Consumption_log,FFR,-.0011529664,-.002372023,-.006104989,-.0048859324
34,.1066666421425918,.0511556083170711,irfs_monetary,FFR,FFR,.20693164,.15756647,.0064016497,.055766813
34,.0020871922758615,.0019432910679388,irfs_monetary,GDPDef_log,FFR,.0058960426,.0040207668,-.0017216582,.00015361766
34,-.0027371307360346,.0010145777607084,irfs_monetary,GDP_log,FFR,-.00074855832,-.0017276258,-.004725703,-.0037466355
34,-.002632976937099,.0024361959481475,irfs_monetary,Investment_log,FFR,.0021419672,-.00020896197,-.0074079209,-.0050569917
34,-.0003355151903791,.0009808541580657,irfs_monetary,RD_BEA_log,FFR,.001586959,.00064043468,-.0022579893,-.0013114651
34,-.0024739276275915,.0008278156615137,irfs_monetary,TFP_Util_log,FFR,-.00085140893,-.0016502511,-.0040964461,-.0032976042
35,-.0035547359403609,.0012560148234132,irfs_monetary,Consumption_log,FFR,-.0010929469,-.0023050013,-.006016525,-.0048044706
35,.1012651953403579,.0503245259139526,irfs_monetary,FFR,FFR,.19990127,.1513381,.0026291246,.051192291
35,.0019978772901298,.0019465986963711,irfs_monetary,GDPDef_log,FFR,.0058132107,.0039347429,-.0018174561,.000061011586
35,-.0026880606884478,.0010079521803024,irfs_monetary,GDP_log,FFR,-.0007124744,-.0016851482,-.0046636472,-.0036909732
35,-.0027158043177875,.0023836288065838,irfs_monetary,Investment_log,FFR,.0019561083,-.00034409366,-.0073877168,-.0050875149
35,-.0002530353611186,.0009927674087741,irfs_monetary,RD_BEA_log,FFR,.0016927888,.00073476823,-.0021988596,-.0012408389
35,-.002429475662359,.0008268364933604,irfs_monetary,TFP_Util_log,FFR,-.00080887612,-.0016067734,-.0040500751,-.003252178
36,-.0034811764167372,.0012484713468864,irfs_monetary,Consumption_log,FFR,-.0010341726,-.0022389474,-.0059281802,-.0047234055
36,.0955572809548943,.0494981202549344,irfs_monetary,FFR,FFR,.19257359,.1448079,-.0014590347,.046306651
36,.0019053530976947,.0019491126308615,irfs_monetary,GDPDef_log,FFR,.0057256138,.0038447201,-.0019149077,-.00003401397
36,-.0026393735448901,.0010018874244855,irfs_monetary,GDP_log,FFR,-.00067567418,-.0016424955,-.004603073,-.0036362514
36,-.0027872629217485,.0023370628478588,irfs_monetary,Investment_log,FFR,.0017933802,-.00046188539,-.0073679062,-.0051126406
36,-.0001834565903391,.0010066017523614,irfs_monetary,RD_BEA_log,FFR,.0017894829,.00081811217,-.0021563959,-.0011850253
36,-.0023847569654869,.0008248220442923,irfs_monetary,TFP_Util_log,FFR,-.00076810573,-.0015640591,-.0040014083,-.0032054549
37,-.0034077658080634,.0012406186509848,irfs_monetary,Consumption_log,FFR,-.00097615324,-.0021733502,-.0058393786,-.0046421816
37,.0896756412253012,.0486833862194116,irfs_monetary,FFR,FFR,.18509507,.13811561,-.0057437955,.04123567
37,.0018096868581732,.0019509322214469,irfs_monetary,GDPDef_log,FFR,.0056335139,.0037508644,-.0020141404,-.0001314907
37,-.002590184256164,.0009962216560561,irfs_monetary,GDP_log,FFR,-.00063758984,-.0015989437,-.0045427787,-.0035814247
37,-.0028435450284807,.0022952391840448,irfs_monetary,Investment_log,FFR,.0016551238,-.00055978203,-.0073422138,-.005127308
37,-.0001251653589187,.0010220739789306,irfs_monetary,RD_BEA_log,FFR,.0018780996,.00089179823,-.0021284304,-.001142129
37,-.0023399689972685,.0008218131523787,irfs_monetary,TFP_Util_log,FFR,-.00072921521,-.0015222649,-.003950723,-.0031576732
38,-.0033341050844178,.0012324257438994,irfs_monetary,Consumption_log,FFR,-.00091855065,-.0021078414,-.0057496596,-.0045603686
38,.0837347746266417,.0478875227685758,irfs_monetary,FFR,FFR,.17759432,.13138285,-.01012477,.03608669
38,.0017110071521598,.0019521418518996,irfs_monetary,GDPDef_log,FFR,.0055372054,.0036533882,-.002115191,-.000231374
38,-.0025398504806214,.0009907737727991,irfs_monetary,GDP_log,FFR,-.00059793389,-.0015540306,-.0044817673,-.0035256704
38,-.0028822714347397,.0022566980293609,irfs_monetary,Investment_log,FFR,.0015408567,-.00063685689,-.0073053995,-.0051276861
38,-.0000766366533133,.0010388578103717,irfs_monetary,RD_BEA_log,FFR,.0019595246,.00095702684,-.0021127979,-.0011103002
38,-.0022952320332515,.000817857689728,irfs_monetary,TFP_Util_log,FFR,-.00069223094,-.0014814637,-.0038982332,-.0031090004
39,-.0032599216306674,.001223860480989,irfs_monetary,Consumption_log,FFR,-.0008611551,-.0020421804,-.005658688,-.004477663
39,.0778305353005392,.0471161254023237,irfs_monetary,FFR,FFR,.17017815,.12471108,-.014517071,.030949991
39,.0016094960333254,.0019528135019023,irfs_monetary,GDPDef_log,FFR,.0054370104,.0035525456,-.0022180185,-.00033355341
39,-.0024879505629995,.0009853635272272,irfs_monetary,GDP_log,FFR,-.00055663806,-.0015075138,-.004419263,-.0034683873
39,-.0029022935221754,.0022199911614529,irfs_monetary,Investment_log,FFR,.0014488891,-.00069340231,-.0072534764,-.0051111849
39,-.0000364674102161,.0010565918317536,irfs_monetary,RD_BEA_log,FFR,.0020344525,.0010148415,-.0021073874,-.0010877763
39,-.0022506046503076,.0008130094217497,irfs_monetary,TFP_Util_log,FFR,-.00065710617,-.0014416602,-.0038441031,-.003059549
40,-.0031850579511304,.0012148975613281,irfs_monetary,Consumption_log,FFR,-.00080385874,-.0019762348,-.0055662571,-.0043938812
40,.0720404904788022,.0463722132557976,irfs_monetary,FFR,FFR,.16293003,.11818084,-.018849047,.025900139
40,.001505380352859,.0019530091675864,irfs_monetary,GDPDef_log,FFR,.0053332783,.0034486244,-.0023225176,-.00043786378
40,-.0024342575019063,.0009798306395238,irfs_monetary,GDP_log,FFR,-.00051378948,-.001459326,-.0043547256,-.0034091889
40,-.0029034892483538,.002183863979414,irfs_monetary,Investment_log,FFR,.0013768842,-.00073054456,-.0071838629,-.005076434
40,-3.39866047625e-06,.001074896388839,irfs_monetary,RD_BEA_log,FFR,.0021033983,.0010661233,-.0021101956,-.0010729205
40,-.0022060982424985,.0008073268806463,irfs_monetary,TFP_Util_log,FFR,-.00062373758,-.001402808,-.0037884589,-.0030093885
41,-.003109458092531,.0012055254750727,irfs_monetary,Consumption_log,FFR,-.00074662815,-.0019099603,-.005472288,-.0043089557
41,.0664248711193098,.045656077226315,irfs_monetary,FFR,FFR,.15591078,.11185267,-.023061041,.020997074
41,.0013989228246223,.0019527829898392,irfs_monetary,GDPDef_log,FFR,.0052263774,.0033419419,-.0024285319,-.00054409623
41,-.0023787106833544,.0009740502331741,irfs_monetary,GDP_log,FFR,-.00046957223,-.0014095308,-.0042878492,-.0033478907
41,-.0028865618427738,.0021473825915565,irfs_monetary,Investment_log,FFR,.0013223081,-.00074991619,-.0070954319,-.0050232075
41,.0000236721717291,.0010933952508251,irfs_monetary,RD_BEA_log,FFR,.0021667269,.0011116004,-.0021193826,-.0010642561
41,-.0021616902242654,.0008008722371639,irfs_monetary,TFP_Util_log,FFR,-.00059198064,-.0013648224,-.0037313998,-.002958558
42,-.0030331527542826,.0011957515078994,irfs_monetary,Consumption_log,FFR,-.00068947981,-.00184338,-.0053768256,-.0042229253
42,.0610279620195562,.0449657892346422,irfs_monetary,FFR,FFR,.14916091,.10576892,-.027104985,.016287001
42,.0012904132155479,.0019521830008187,irfs_monetary,GDPDef_log,FFR,.0051166918,.0032328353,-.0025358654,-.00065200886
42,-.0023213868841694,.0009679428842191,irfs_monetary,GDP_log,FFR,-.00042421883,-.0013582837,-.0042185551,-.00328449
42,-.0028528481293739,.0021099961528573,irfs_monetary,Investment_log,FFR,.0012827443,-.00075340195,-.0069884406,-.0049522943
42,.0000456872858188,.0011117376825343,irfs_monetary,RD_BEA_log,FFR,.0022246931,.0011518663,-.0021333185,-.0010604917
42,-.0021173356958813,.0007937101666509,irfs_monetary,TFP_Util_log,FFR,-.00056166376,-.001327594,-.0036730077,-.0029070773
43,-.0029562439094636,.0011856043135085,irfs_monetary,Consumption_log,FFR,-.00063245947,-.0017765677,-.0052800286,-.0041359202
43,.0558797922001756,.044298120255146,irfs_monetary,FFR,FFR,.14270411,.099956423,-.030944524,.011803162
43,.0011801599645052,.0019512524596398,irfs_monetary,GDPDef_log,FFR,.0050046146,.0031216561,-.0026442949,-.00076133624
43,-.0022624717746349,.0009614786431818,irfs_monetary,GDP_log,FFR,-.00037797363,-.0013058005,-.0041469699,-.003219143
43,-.0028041416532696,.0020715374931684,irfs_monetary,Investment_log,FFR,.0012560718,-.00074296183,-.0068643549,-.0048653213
43,.0000634313077345,.0011296173612144,irfs_monetary,RD_BEA_log,FFR,.0022774814,.0011874005,-.0021506187,-.001060538
43,-.0020729774483153,.000785906732439,irfs_monetary,TFP_Util_log,FFR,-.00053260027,-.0012910003,-.0036133546,-.0028549547
44,-.0028788896128737,.0011751339757707,irfs_monetary,Consumption_log,FFR,-.00057562703,-.0017096313,-.0051821521,-.0040481477
44,.0509980031229723,.0436495890773312,irfs_monetary,FFR,FFR,.1365512,.094429344,-.034555193,.007566662
44,.0010684824565973,.0019500307992489,irfs_monetary,GDPDef_log,FFR,.0048905429,.0030087631,-.0027535779,-.0008717982
44,-.0022022328847283,.0009546753468829,irfs_monetary,GDP_log,FFR,-.0003310692,-.001252331,-.0040733968,-.0031521348
44,-.002742534203331,.0020321737265351,irfs_monetary,Investment_log,FFR,.0012405263,-.00072052132,-.0067255949,-.0047645471
44,.0000775394043196,.0011467858484367,irfs_monetary,RD_BEA_log,FFR,.0023252396,.0012185914,-.0021701609,-.0010635125
44,-.0020285542709241,.0007775283349094,irfs_monetary,TFP_Util_log,FFR,-.00050459872,-.0012549136,-.0035525097,-.002802195
45,-.0028012895299703,.0011644098331077,irfs_monetary,Consumption_log,FFR,-.00051904627,-.0016427018,-.005083533,-.0039598774
45,.046389790254325,.0430173986244461,irfs_monetary,FFR,FFR,.1307039,.0891921,-.037924312,.0035874785
45,.0009557041104465,.0019485542424114,irfs_monetary,GDPDef_log,FFR,.0047748704,.0028945156,-.0028634623,-.00098310737
45,-.0021409947506692,.000947592252822,irfs_monetary,GDP_log,FFR,-.00028371395,-.0011981404,-.0039982754,-.0030838491
45,-.0026702779208842,.0019923229260029,irfs_monetary,Investment_log,FFR,.0012346751,-.00068791659,-.006575231,-.0046526394
45,.0000885093336544,.0011630596686282,irfs_monetary,RD_BEA_log,FFR,.0023681063,.0012457537,-.0021910877,-.001068735
45,-.0019840075957172,.0007686407864811,irfs_monetary,TFP_Util_log,FFR,-.00047747165,-.00121921,-.0034905435,-.0027488051
46,-.0027236715866975,.0011535165873005,irfs_monetary,Consumption_log,FFR,-.00046277908,-.0015759226,-.0049845641,-.0038714206
46,.0420538317053189,.0424000913617557,irfs_monetary,FFR,FFR,.12515801,.084241919,-.041050348,-.0001342592
46,.0008421463746748,.0019468561634428,irfs_monetary,GDPDef_log,FFR,.0046579842,.0027792682,-.0029736918,-.0010949755
46,-.0020791167339441,.0009403204513267,irfs_monetary,GDP_log,FFR,-.00023608864,-.0011434979,-.0039221449,-.0030147356
46,-.002589668983168,.0019525540269863,irfs_monetary,Investment_log,FFR,.0012373369,-.00064687774,-.0064166747,-.0045324601
46,.0000967161860267,.001178321173345,irfs_monetary,RD_BEA_log,FFR,.0024062258,.0012691458,-.0022127933,-.0010757134
46,-.001939286566915,.0007593085664359,irfs_monetary,TFP_Util_log,FFR,-.00045104176,-.0011837746,-.0034275313,-.0026947986
47,-.0026462800184232,.0011425493502633,irfs_monetary,Consumption_log,FFR,-.00040688328,-.0015094434,-.0048856768,-.0037831166
47,.0379821354447168,.0417978443822311,irfs_monetary,FFR,FFR,.11990591,.079570994,-.043941639,-.0036067197
47,.0007281236771507,.0019449672750844,irfs_monetary,GDPDef_log,FFR,.0045402595,.002663366,-.0030840121,-.0012071187
47,-.0020169738071745,.0009329716508764,irfs_monetary,GDP_log,FFR,-.00018834937,-.001088667,-.0038455983,-.0029452806
47,-.0025029528527043,.001913485931495,irfs_monetary,Investment_log,FFR,.0012474796,-.00059903436,-.0062533855,-.0044068713
47,.0001024287204458,.0011925141565916,irfs_monetary,RD_BEA_log,FFR,.0024397564,.0012889804,-.002234899,-.0010841229
47,-.0018943516651886,.0007495942872,irfs_monetary,TFP_Util_log,FFR,-.00042514686,-.0011485054,-.0033635565,-.002640198
48,-.0025693649884988,.0011316083000264,irfs_monetary,Consumption_log,FFR,-.00035141272,-.0014434147,-.0047873175,-.0036953152
48,.0341617533231966,.0412124066958668,irfs_monetary,FFR,FFR,.11493807,.075168096,-.046614565,-.0068445913
48,.0006139393268539,.0019429157103514,irfs_monetary,GDPDef_log,FFR,.0044220542,.0025471405,-.0031941754,-.0013192618
48,-.0019549404321348,.0009256668363271,irfs_monetary,GDP_log,FFR,-.00014063343,-.0010339019,-.0037692473,-.0028759788
48,-.0024122502864874,.0018756990707675,irfs_monetary,Investment_log,FFR,.0012641199,-.00054592971,-.0060886205,-.0042785709
48,.0001058263623126,.0012056356175514,irfs_monetary,RD_BEA_log,FFR,.0024688721,.0013054338,-.0022572195,-.0010937811
48,-.001849177043684,.0007395583724871,irfs_monetary,TFP_Util_log,FFR,-.00039964262,-.0011133165,-.0032987115,-.0025850376
49,-.0024931738545231,.0011207935414538,irfs_monetary,Consumption_log,FFR,-.00029641853,-.0013779843,-.0046899291,-.0036083634
49,.0305763254518343,.0406467430781028,irfs_monetary,FFR,FFR,.11024394,.071019836,-.049091291,-.0098671839
49,.000499882333242,.0019407270521353,irfs_monetary,GDPDef_log,FFR,.0043037073,.0024309058,-.0033039427,-.001431141
49,-.0018933775153968,.0009185260315077,irfs_monetary,GDP_log,FFR,-.00009306649,-.00097944413,-.0036936884,-.002807311
49,-.0023195026912655,.0018396689042494,irfs_monetary,Investment_log,FFR,.0012862483,-.00048903213,-.005925254,-.0041499734
49,.0001070160909799,.0012177251948746,irfs_monetary,RD_BEA_log,FFR,.0024937575,.0013186526,-.0022797254,-.0011046205
49,-.0018037517492732,.0007292589164892,irfs_monetary,TFP_Util_log,FFR,-.00037440428,-.0010781392,-.0032330991,-.0025293643
50,-.0024179440835874,.0011102006275118,irfs_monetary,Consumption_log,FFR,-.00024195085,-.0013132945,-.0045939372,-.0035225938
50,.0272074320657855,.040104485914144,irfs_monetary,FFR,FFR,.10581222,.067111395,-.051397361,-.012696532
50,.0003862250813292,.0019384243437959,irfs_monetary,GDPDef_log,FFR,.0041855369,.0023149573,-.0034130865,-.0015425071
50,-.0018326223158109,.0009116600253073,irfs_monetary,GDP_log,FFR,-.000045768666,-.00092552061,-.003619476,-.002739724
50,-.0022264349777005,.0018057263715511,irfs_monetary,Investment_log,FFR,.0013127887,-.00042973724,-.0057656588,-.0040231328
50,.0001060486049464,.0012288536994904,irfs_monetary,RD_BEA_log,FFR,.0025146019,.0013287581,-.0023025046,-.0011166608
50,-.0017580800091065,.0007187516699584,irfs_monetary,TFP_Util_log,FFR,-.00034932673,-.0010429221,-.0031668332,-.0024732379
51,-.0023438977563145,.001099917025836,irfs_monetary,Consumption_log,FFR,-.00018806038,-.0012494803,-.0044997353,-.0034383151
51,.024035741716118,.0395893098937633,irfs_monetary,FFR,FFR,.10163079,.063427106,-.053559307,-.015355621
51,.0002732217816317,.0019360280961569,irfs_monetary,GDPDef_log,FFR,.0040678368,.0021995697,-.0035213933,-.0016531262
51,-.0017729810937226,.0009051645109307,irfs_monetary,GDP_log,FFR,1.1413478e-06,-.00087234238,-.0035471036,-.0026736199
51,-.0021345337880025,.0017740456751033,irfs_monetary,Investment_log,FFR,.0013425958,-.00036935834,-.0056116632,-.0038997093
51,.0001029333022545,.0012391119316579,irfs_monetary,RD_BEA_log,FFR,.0025315927,.0013358496,-.002325726,-.0011299831
51,-.0017121807611652,.0007080900884474,irfs_monetary,TFP_Util_log,FFR,-.00032432418,-.0010076311,-.0031000373,-.0024167304
52,-.0022712375525903,.001090019643656,irfs_monetary,Consumption_log,FFR,-.00013479905,-.0011866681,-.0044076759,-.0033558072
52,.0210419544108541,.0391043381026822,irfs_monetary,FFR,FFR,.097686455,.059950773,-.055602547,-.017866861
52,.0001611076018781,.0019335562930771,irfs_monetary,GDPDef_log,FFR,.003950878,.0020849961,-.0036286628,-.0017627809
52,-.0017147242321904,.0008991167017075,irfs_monetary,GDP_log,FFR,.000047544505,-.0008201031,-.0034769929,-.0026093454
52,-.0020450388279341,.0017446556222986,irfs_monetary,Investment_log,FFR,.0013744861,-.00030910649,-.0054645641,-.0037809713
52,.0000976517506067,.0012486006541903,irfs_monetary,RD_BEA_log,FFR,.002544909,.0013400094,-.0023496056,-.0011447059
52,-.001666086599795,.0006973253812242,irfs_monetary,TFP_Util_log,FFR,-.00029932885,-.00097224786,-.0030328443,-.0023599253
53,-.0022001440783364,.0010805733766865,irfs_monetary,Consumption_log,FFR,-.000082220256,-.0011249735,-.0043180678,-.0032753146
53,.0182075461957707,.0386516669755352,irfs_monetary,FFR,FFR,.093964815,.056665953,-.057549722,-.020250862
53,.0000500983810171,.0019310243904295,irfs_monetary,GDPDef_log,FFR,.0038349063,.0019714676,-.0037347095,-.0018712709
53,-.0016580835227839,.000893574171976,irfs_monetary,GDP_log,FFR,.000093321854,-.00076897722,-.0034094888,-.0025471898
53,-.0019589450032365,.00171746778374,irfs_monetary,Investment_log,FFR,.0014072919,-.00025006456,-.0053251819,-.0036678254
53,.0000901694432627,.0012574222651203,irfs_monetary,RD_BEA_log,FFR,.002554717,.0013413046,-.0023743783,-.0011609658
53,-.0016198422946825,.0006865065140534,irfs_monetary,TFP_Util_log,FFR,-.00027428952,-.00093676831,-.0029653951,-.0023029163
54,-.0021307743710576,.0010716305406736,irfs_monetary,Consumption_log,FFR,-.000030378511,-.0010645019,-.0042311703,-.0031970467
54,.0155153277173389,.0382320670078371,irfs_monetary,FFR,FFR,.090450183,.053556234,-.059419524,-.022525579
54,-.0000596091753636,.0019284453017371,irfs_monetary,GDPDef_log,FFR,.0037201436,.0018591939,-.0038393619,-.0019784123
54,-.0016032512897925,.0008885754593411,irfs_monetary,GDP_log,FFR,.00013835661,-.00071911869,-.0033448592,-.0024873838
54,-.0018770131210761,.0016923133917698,irfs_monetary,Investment_log,FFR,.0014399211,-.00019316129,-.0051939473,-.0035608648
54,.0000804457415346,.0012656744119483,irfs_monetary,RD_BEA_log,FFR,.0025611676,.0013397918,-.002400276,-.0011789002
54,-.0015735030258588,.0006756801404632,irfs_monetary,TFP_Util_log,FFR,-.00024916994,-.00090120127,-.002897836,-.0022458048
55,-.0020632614106235,.0010632309846314,irfs_monetary,Consumption_log,FFR,.000020671319,-.0010053465,-.0041471943,-.0031211763
55,.0129498336844009,.0378448815838717,irfs_monetary,FFR,FFR,.087125801,.050605491,-.061226133,-.024705824
55,-.0001678369165054,.0019258293666615,irfs_monetary,GDPDef_log,FFR,.0036067886,.0017483633,-.0039424626,-.0020840371
55,-.0015503810237717,.0008841418660268,irfs_monetary,GDP_log,FFR,.00018253703,-.00067065988,-.003283299,-.0024301021
55,-.0017997870484797,.0016689812638967,irfs_monetary,Investment_log,FFR,.0014714162,-.0001391507,-.0050709904,-.0034604233
55,.0000684419921279,.0012734455435193,irfs_monetary,RD_BEA_log,FFR,.0025643953,.0013355203,-.0024275114,-.0011986364
55,-.0015271324593261,.000664890458818,irfs_monetary,TFP_Util_log,FFR,-.00022394717,-.00086556643,-.0028303177,-.0021886984
56,-.001997714459159,.0010554026701668,irfs_monetary,Consumption_log,FFR,.000070874776,-.00094758882,-.0040663038,-.0030478402
56,.0104975630159151,.037488113309644,irfs_monetary,FFR,FFR,.083974265,.047798235,-.062979139,-.02680311
56,-.0002744243774353,.0019231843041613,irfs_monetary,GDPDef_log,FFR,.0034950168,.001639144,-.0040438655,-.0021879927
56,-.00149958920522,.0008802799032089,irfs_monetary,GDP_log,FFR,.0002257594,-.00062371069,-.0032249377,-.0023754677
56,-.0017276154028748,.0016472507204464,irfs_monetary,Investment_log,FFR,.0015009961,-.000088600937,-.0049562268,-.0033666298
56,.0000541278779177,.0012808122180853,irfs_monetary,RD_BEA_log,FFR,.0025645199,.0013285361,-.0024562641,-.0012202803
56,-.0014808007689042,.0006541790116653,irfs_monetary,TFP_Util_log,FFR,-.00019860991,-.00082989264,-.0027629917,-.0021317089
57,-.0019342200583713,.0010481625225197,irfs_monetary,Consumption_log,FFR,.00012017848,-.00089129835,-.0039886185,-.0029771419
57,.0081470910242982,.03715866080707,irfs_monetary,FFR,FFR,.080978066,.04511996,-.064683884,-.028825777
57,-.0003792277040388,.0019205151584291,irfs_monetary,GDPDef_log,FFR,.003384982,.0015316849,-.0041434374,-.0022901404
57,-.0014509580188996,.000876983908504,irfs_monetary,GDP_log,FFR,.00026793045,-.000578359,-.0031698465,-.0023235569
57,-.0016606760676007,.0016269158465026,irfs_monetary,Investment_log,FFR,.001528079,-.0000418948,-.0048494311,-.0032794573
57,.0000374861148249,.0012878378788516,irfs_monetary,RD_BEA_log,FFR,.0025616484,.0013188848,-.0024866762,-.0012439126
57,-.0014345826907811,.0006435844561883,irfs_monetary,TFP_Util_log,FFR,-.00017315715,-.00079421618,-.0026960082,-.0020749492
58,-.0018728435225661,.0010415174029207,irfs_monetary,Consumption_log,FFR,.00016853059,-.00083653373,-.0039142175,-.0029091532
58,.0058890754418967,.0368526525146088,irfs_monetary,FFR,FFR,.078120276,.042557463,-.066342123,-.030779313
58,-.0004821184473816,.0019178242509692,irfs_monetary,GDPDef_log,FFR,.003276817,.0014261167,-.0042410539,-.0023903535
58,-.001404538686173,.0008742384999344,irfs_monetary,GDP_log,FFR,.00030896877,-.00053467136,-.0031180461,-.0022744059
58,-.0015990020626196,.0016077998720071,irfs_monetary,Investment_log,FFR,.0015522857,7.5881002e-07,-.00475029,-.0031987629
58,.0000185156465131,.0012945727636722,irfs_monetary,RD_BEA_log,FFR,.0025558784,.0013066155,-.0025188469,-.0012695843
58,-.0013885556787665,.0006331423389711,irfs_monetary,TFP_Util_log,FFR,-.0001475967,-.00075857906,-.0026295146,-.0020185323
59,-.0018136307795292,.0010354651046951,irfs_monetary,Consumption_log,FFR,.00021588082,-.00078334298,-.0038431424,-.0028439185
59,.0037161776562458,.036565818940877,irfs_monetary,FFR,FFR,.075385183,.040099166,-.067952827,-.032666814
59,-.0005829822920481,.0019151111551911,irfs_monetary,GDPDef_log,FFR,.0031706356,.0013225533,-.0043366002,-.0024885179
59,-.0013603551743114,.0008720206756501,irfs_monetary,GDP_log,FFR,.00034880536,-.00049269461,-.0030695158,-.0022280158
59,-.0015425075448993,.0015897604207999,irfs_monetary,Investment_log,FFR,.0015734229,.000039304075,-.0046584378,-.0031243192
59,-2.76648576434e-06,.0013010546200821,irfs_monetary,RD_BEA_log,FFR,.0025473007,.0012917828,-.0025528336,-.0012973158
59,-.0013427982109362,.0006228849053625,irfs_monetary,TFP_Util_log,FFR,-.0001219438,-.00072302774,-.0025636526,-.0019625686
60,-.0017566104280571,.0010299953252487,irfs_monetary,Consumption_log,FFR,.0002621804,-.00073176506,-.0037754013,-.0027814559
60,.0016229193747215,.0362938499780792,irfs_monetary,FFR,FFR,.072758868,.037735298,-.069513023,-.03448946
60,-.0006817177725932,.0019123727101443,irfs_monetary,GDPDef_log,FFR,.0030665328,.0012210931,-.0044299681,-.0025845286
60,-.0013184080759089,.0008703014993058,irfs_monetary,GDP_log,FFR,.00038738287,-.00045245807,-.003024199,-.002184358
60,-.001491012953643,.0015726876612845,irfs_monetary,Investment_log,FFR,.0015914548,.000073811272,-.0045734807,-.0030558372
60,-.0000263244069413,.0013073099345596,irfs_monetary,RD_BEA_log,FFR,.002536003,.0012744489,-.0025886518,-.0013270978
60,-.0012973882826392,.000612840965564,irfs_monetary,TFP_Util_log,FFR,-.000096219992,-.00068761152,-.0024985566,-.001907165
61,-.001701795899067,.0010250906043963,irfs_monetary,Consumption_log,FFR,.00030738168,-.00068183074,-.0037109735,-.0027217611
61,-.0003945067256937,.0360326964318218,irfs_monetary,FFR,FFR,.070229575,.035458025,-.071018592,-.036247041
61,-.0007782350216779,.0019096030875938,irfs_monetary,GDPDef_log,FFR,.002964587,.0011218201,-.004521057,-.00267829
61,-.0012786784865378,.0008690474079892,irfs_monetary,GDP_log,FFR,.00042465443,-.00041397632,-.0029820113,-.0021433807
61,-.0014442685444883,.0015564979509374,irfs_monetary,Investment_log,FFR,.0016064674,.00010444692,-.0044950047,-.0029929839
61,-.0000521036102882,.0013133554403048,irfs_monetary,RD_BEA_log,FFR,.002522073,.0012546851,-.0026262803,-.0013588923
61,-.0012524021069656,.0006030358288809,irfs_monetary,TFP_Util_log,FFR,-.000070451882,-.00065238145,-.0024343524,-.0018524227
62,-.0016491876259046,.001020727242561,irfs_monetary,Consumption_log,FFR,.00035143777,-.00063356402,-.0036498131,-.0026648112
62,-.0023384558266795,.035778791139474,irfs_monetary,FFR,FFR,.067787975,.033261441,-.072464883,-.037938353
62,-.0008724545834418,.0019067939221051,irfs_monetary,GDPDef_log,FFR,.0028648614,.0010248054,-.0046097706,-.0027697145
62,-.0012411317431292,.0008682212356663,irfs_monetary,GDP_log,FFR,.00046058188,-.00037725162,-.0029428455,-.0021050118
62,-.001401975767873,.0015411255247435,irfs_monetary,Investment_log,FFR,.0016186303,.00013144413,-.0044225818,-.0029353956
62,-.0000800319067062,.0013191997279711,irfs_monetary,RD_BEA_log,FFR,.0025055995,.0012325718,-.0026656634,-.0013926356
62,-.0012079130318998,.0005934913070086,irfs_monetary,TFP_Util_log,FFR,-.000044670069,-.00061738916,-.0023711559,-.0017984369
63,-.0015987751479158,.0010168762203217,irfs_monetary,Consumption_log,FFR,.00039430225,-.00058698328,-.0035918525,-.002610567
63,-.0042100649651334,.0355291813539887,irfs_monetary,FFR,FFR,.065427132,.031141471,-.073847264,-.039561599
